id,imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj
116149,tt1109624,2.721864,55000000,Paddington,"Nicole Kidman,Peter Capaldi,Ben Whishaw,Michael Gambon,Imelda Staunton",http://www.paddington.com/,Paul King,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",Comedy,238753457.08
284276,tt3442006,2.692691,7000000,Cake,"Jennifer Aniston,Anna Kendrick,William H. Macy,Adriana Barraza,Felicity Huffman",http://cakemovie.net/,Daniel Barnz,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",Drama,2174033.71
212778,tt2883512,2.67235,11000000,Chef,"Jon Favreau,John Leguizamo,Bobby Cannavale,Emjay Anthony,Scarlett Johansson",http://chefthefilm.com/,Jon Favreau,"A chef who loses his restaurant job starts up a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",Comedy,42340653.55
218043,tt2467046,2.601775,16000000,Left Behind,"Nicolas Cage,Chad Michael Murray,Lea Thompson,Nicky Whelan,Martin Klebba",http://www.leftbehindmovie.com/,Vic Armstrong,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,"Thriller,Action,Science Fiction",18129765.15
241239,tt2937898,2.576396,20000000,A Most Violent Year,"Oscar Isaac,Jessica Chastain,Albert Brooks,Elyes Gabel,David Oyelowo",http://amostviolentyear.com/,J.C. Chandor,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","Action,Thriller,Crime,Drama",11059604.72
86834,tt1959490,2.526779,125000000,Noah,"Russell Crowe,Jennifer Connelly,Emma Watson,Logan Lerman,Anthony Hopkins",http://www.noahmovie.com,Darren Aronofsky,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"Drama,Adventure",334022131.05
205587,tt1872194,2.523101,50000000,The Judge,"Robert Downey Jr.,Robert Duvall,Vera Farmiga,Vincent D'Onofrio,Jeremy Strong",http://thejudgemovie.com/,David Dobkin,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",Drama,77113179.06
243683,tt2626350,2.303556,45000000,Step Up All In,"Ryan Guzman,Briana Evigan,Stephen Boss,Misha Gabriel,Izabella Miko",http://stepupmovie.com/,Trish Sie,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.","Romance,Drama,Music",79366405.41
171274,tt1791528,2.160156,20000000,Inherent Vice,"Joaquin Phoenix,Josh Brolin,Owen Wilson,Katherine Waterston,Reese Witherspoon",http://inherentvicemovie.com/,Paul Thomas Anderson,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.","Comedy,Romance,Crime,Drama,Mystery",10234219.64
262543,tt1971325,2.103532,7000000,AutÃ³mata,"Antonio Banderas,Birgitte Hjort SÃ¸rensen,Dylan McDermott,Robert Forster,Tim McInnerny",http://www.automata-movie.com/,Gabe IbÃ¡Ã±ez,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.","Thriller,Science Fiction",0.00
97020,tt1234721,1.940735,120000000,RoboCop,"Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Jackie Earle Haley",http://www.robocop.com,JosÃ© Padilha,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy â€“ a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit â€“ is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.","Science Fiction,Action",220490244.26
286532,tt0910885,1.875208,0,A Merry Friggin' Christmas,"Robin Williams,Lauren Graham,Wendi McLendon-Covey,Joel McHale,Jeffrey Tambor",http://www.sycamorepictures.com/,Tristram Shapeero,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",Comedy,0.00
189,tt0458481,1.840817,65000000,Sin City: A Dame to Kill For,"Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,Rosario Dawson",http://sincity-2.com/,Frank Miller|Robert Rodriguez,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,"Crime,Thriller",36298002.43
172385,tt2357291,1.811692,103000000,Rio 2,"Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jamie Foxx,Andy GarcÃ­a",http://www.riomovies.com/,Carlos Saldanha,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","Animation,Adventure,Comedy,Family",460719091.18
152760,tt2177771,1.779861,70000000,The Monuments Men,"Matt Damon,Cate Blanchett,George Clooney,Bill Murray,John Goodman",http://www.monumentsmen.com/,George Clooney,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the worldâ€™s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?","War,Drama,History,Action",142754407.65
227306,tt1809398,1.769987,65000000,Unbroken,"Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Takamasa Ishihara,Finn Wittrock",http://www.unbrokenfilm.com/,Angelina Jolie,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.","Drama,War",150545826.58
239563,tt2170593,1.542392,13000000,St. Vincent,"Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Terrence Howard",http://stvincent-movie.com/,Theodore Melfi,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",Comedy,50510085.49
286554,tt2140619,1.53689,0,Two Night Stand,"Analeigh Tipton,Miles Teller,Jessica Szohr,Leven Rambin,Scott Mescudi",http://haveatwonightstand.com/,Max Nichols,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.","Romance,Comedy",17143.35
110416,tt1865505,1.37667,0,Song of the Sea,"Brendan Gleeson,Fionnula Flanagan,David Rawle,Pat Shortt,Jon Kenny",http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/,Tomm Moore,"The story of the last Seal Childâ€™s journey home. After their motherâ€™s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his motherâ€™s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.","Family,Animation,Fantasy",789855.84
242095,tt2910814,1.319416,4000000,The Signal,"Brenton Thwaites,Laurence Fishburne,Olivia Cooke,Lin Shaye,Beau Knapp",https://www.facebook.com/thesignalfilm,William Eubank,"Three college students on a road trip across the Southwest experience a detour â€“ the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare.","Thriller,Science Fiction",553479.93
157825,tt2238050,1.315737,0,White Bird in a Blizzard,"Shailene Woodley,Eva Green,Christopher Meloni,Shiloh Fernandez,Gabourey Sidibe",http://www.magpictures.com/whitebirdinablizzard/,Gregg Araki,"Kat Connors is 17 years old when her perfect homemaker mother, Eve, disappears. Having lived for so long in an emotionally repressed household, she barely registers her mother's absence and certainly doesn't blame her doormat of a father, Brock, for the loss. But as time passes, Kat begins to come to grips with how deeply Eve's disappearance has affected her. Returning home on a break from college, she finds herself confronted with the truth about her mother's departure, and her own denial about the events surrounding it...","Thriller,Drama",0.00
192102,tt2172934,1.304588,28000000,3 Days to Kill,"Kevin Costner,Amber Heard,Hailee Steinfeld,Connie Nielsen,TÃ³mas Lemarquis",http://www.movie-censorship.com/report.php?ID=689035,McG,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","Action,Drama,Thriller,Crime",0.00
218836,tt2980706,1.240895,50000000,Planes: Fire & Rescue,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,John Michael Higgins",http://movies.disney.com/planes-fire-and-rescue,Roberts Gannaway,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.","Animation,Comedy,Adventure,Family",139237453.59
